1273 4 -12.2106 -9.06945 -13.0806
1264 2 -11.2655 -8.80134 -13.4801
1272 4 -11.3076 -7.84577 -14.0459
1249 2 -10.1601 -8.83724 -12.3826
1265 2 -11.0203 -9.91527 -14.372
1242 4 -12.417 -7.5091 -11.2578
1275 5 -12.5873 -10.8082 -12.2208
1247 5 -14.1772 -9.23441 -10.2327
1250 3 -8.65534 -9.00381 -12.8297
1248 2 -10.4352 -7.50266 -11.4724
1233 2 -11.6613 -7.60468 -10.5363
1258 4 -10.3753 -9.66051 -11.6686
1234 3 -12.0061 -8.97367 -9.72378
1266 3 -11.1255 -11.3003 -13.6339
1243 5 -10.1293 -9.10683 -8.75454
1235 3 -11.0605 -9.56308 -8.92845
1239 3 -13.2646 -9.59787 -9.75057
1238 3 -13.4762 -10.8952 -9.22561
1237 3 -12.5911 -11.355 -8.32249
1246 5 -14.5378 -11.2857 -9.32676
1251 3 -8.21856 -7.90803 -13.5285
1267 3 -12.2242 -11.6449 -12.8274
1271 3 -10.3303 -12.4033 -14.1192
1268 3 -12.5362 -13.0922 -12.6038
243 5 -8.16135 -10.0508 -9.48011
1263 5 -8.04844 -10.8431 -11.8423
1255 3 -7.75431 -9.94171 -12.3758
1276 5 -13.1199 -13.3472 -11.7434
1270 3 -10.5351 -13.6641 -13.8286
1269 3 -11.6676 -14.0352 -12.9571
234 3 -8.81014 -12.0481 -9.36727
235 3 -8.16862 -10.9794 -8.89221
1278 5 -10.1339 -14.4658 -14.2302
242 5 -9.25581 -12.0418 -10.3198
233 3 -8.73322 -13.3668 -8.77887
241 5 -9.16042 -14.26 -9.26197
1236 3 -11.365 -10.6729 -8.1588
1245 5 -12.869 -12.3972 -7.93178
232 3 -8.19903 -13.4146 -7.44572
1274 4 -9.98387 -9.99234 -14.7374
1254 3 -6.40814 -9.86164 -12.7871
1262 5 -5.57809 -10.5085 -12.3326
237 4 -7.1622 -8.565 -8.53006
1252 3 -6.91088 -7.84369 -14.1032
1253 3 -6.01482 -8.91241 -13.7271
252 4 -5.54204 -9.91867 -9.33448
284 4 -1.61443 -8.85008 -11.5691
275 5 -5.78226 -8.12846 -10.6836
285 4 -2.82093 -7.99094 -12.1439
276 2 -2.19319 -7.94733 -11.3704
269 4 -3.61068 -9.99359 -10.5824
268 4 -2.31014 -10.1894 -9.50781
261 2 -2.81705 -8.03297 -9.97962
270 4 -2.11242 -7.64368 -9.33888
260 2 -3.11807 -9.49227 -9.64641
253 4 -5.11172 -11.3704 -8.67752
254 4 -3.88983 -8.43075 -7.97196
245 2 -3.87741 -9.55734 -8.22445
244 2 -5.21937 -10.347 -8.42281
255 5 -3.51808 -12.0589 -7.55373
229 2 -6.26406 -10.0912 -7.44303
230 3 -7.30105 -11.1606 -7.79174
1261 5 -4.996 -8.90981 -14.0385
1417 3 -2.81052 -14.5439 -11.2793
1416 3 -3.75631 -13.449 -10.9593
1415 3 -4.96085 -13.9109 -10.2726
1423 5 -5.65884 -13.1624 -9.89971
1424 5 -3.50687 -12.3656 -11.0662
1425 5 -1.8607 -14.2793 -11.7306
228 2 -6.7602 -8.64311 -7.56535
236 4 -5.96681 -7.90771 -7.54799
1383 3 3.2407 -12.6164 -13.0501
1384 3 2.37201 -12.086 -12.0568
1391 5 3.66601 -11.8593 -13.6621
1392 5 2.08618 -11.0177 -11.9665
291 5 0.832106 -8.01417 -13.1796
283 3 0.102549 -7.45365 -13.76
1382 3 3.41102 -14.0352 -13.0788
1385 3 1.58065 -12.9393 -11.2442
1393 5 0.858661 -12.4758 -10.5636
1380 3 2.04244 -14.2485 -11.0121
1390 5 3.96652 -14.4217 -14.0296
1365 3 3.7512 -11.7024 -9.51403
1373 5 4.5279 -12.3525 -9.86088
1364 3 2.72541 -12.0036 -8.6304
1366 3 3.87049 -10.5592 -10.1548
1374 5 4.72693 -10.396 -10.8494
1369 3 1.72998 -11.1048 -8.51585
1367 3 2.86505 -9.57564 -9.96418
1376 5 1.12026 -9.07051 -8.97807
1368 3 1.81746 -9.91261 -9.1132
1375 5 3.06282 -8.57963 -10.4271
1363 2 2.91193 -13.2603 -7.65349
1370 4 5.18921 -12.8932 -7.51062
1377 5 1.02934 -11.0864 -7.6296
1148 5 5.58613 -8.65585 -8.97476
1329 5 7.12613 -11.6336 -9.53811
1328 5 6.20602 -12.3624 -11.6881
1320 3 6.92468 -13.01 -11.2287
1321 3 7.36422 -12.676 -9.90162
1381 3 2.87469 -14.8128 -12.0152
1388 4 0.74089 -14.2223 -9.17465
1387 4 3.59111 -14.7907 -9.15341
1378 2 2.65519 -14.6548 -8.59979
1140 3 5.64848 -8.25942 -7.97221
300 4 0.649514 -7.47748 -10.9337
1379 2 1.51057 -14.8046 -9.6777
1319 3 7.19018 -14.1846 -11.9642
1327 5 6.78402 -14.1431 -13.0503
1147 5 7.46012 -9.35278 -7.72705
1324 4 9.62308 -14.3119 -7.93041
1300 3 12.2121 -13.8295 -7.90164
